City,Rate,County
Keyes,0.07875,Stanislaus
King City*,0.08750,Monterey
Kings Beach,0.07250,Placer
Kings Canyon National Park,0.07750,Tulare
Kingsburg*,0.08975,Fresno
Kinyon,0.07250,Siskiyou
Kirkwood,0.07250,Alpine
Kit Carson,0.07750,Amador
Klamath,0.08500,Del Norte
Klamath River,0.07250,Siskiyou
Kneeland,0.07750,Humboldt
Knights Ferry,0.07875,Stanislaus
Knights Landing,0.07250,Yolo
Knightsen,0.08750,Contra Costa
Korbel,0.07750,Humboldt
Korbel,0.08500,Sonoma
Kyburz,0.07250,El Dorado
L.A. Airport (Los Angeles*),0.09500,Los Angeles
La Canada- Flintridge*,0.09500,Los Angeles
La Crescenta,0.09500,Los Angeles
La Cresta Village,0.07250,Kern
La Grange,0.07875,Stanislaus
La Habra Heights*,0.09500,Los Angeles
La Habra*,0.08250,Orange
La Honda,0.09375,San Mateo
La Jolla (San Diego*),0.07750,San Diego
La Mesa*,0.08500,San Diego
La Mirada*,0.09500,Los Angeles
La Palma*,0.08750,Orange
La Porte,0.07250,Plumas
La Puente*,0.10000,Los Angeles
La Quinta*,0.08750,Riverside
La Selva Beach,0.09000,Santa Cruz
La Verne*,0.10250,Los Angeles
La Vina,0.09500,Los Angeles
Ladera,0.09375,San Mateo
Ladera Heights,0.09500,Los Angeles
Ladera Ranch,0.07750,Orange
Lafayette*,0.08750,Contra Costa
Laguna Beach*,0.07750,Orange
Laguna Hills*,0.07750,Orange
Laguna Niguel*,0.07750,Orange
Laguna Woods*,0.07750,Orange
Lagunitas,0.08250,Marin
Lake Alpine,0.07250,Alpine
Lake Arrowhead,0.07750,San Bernardino
Lake City,0.07250,Modoc
Lake City,0.07500,Nevada
Lake Elsinore*,0.08750,Riverside
Lake Forest*,0.07750,Orange
Lake Hughes,0.09500,Los Angeles
Lake Isabella,0.07250,Kern
Lake Los Angeles,0.09500,Los Angeles
Lake Mary,0.07250,Mono
Lake San Marcos,0.07750,San Diego
Lake Shastina,0.07250,Siskiyou
Lake Sherwood,0.07250,Ventura
Lakehead,0.07250,Shasta
Lakeport*,0.08750,Lake
Lakeshore,0.07975,Fresno
Lakeside,0.07750,San Diego
Lakeview,0.07750,Riverside
Lakeview Terrace (Los Angeles*),0.09500,Los Angeles
Lakewood*,0.10250,Los Angeles
Lamont,0.07250,Kern
Lancaster*,0.10250,Los Angeles
Landers,0.07750,San Bernardino
Landscape,0.10250,Alameda
Lang,0.09500,Los Angeles
Larkfield,0.08500,Sonoma
Larkspur*,0.09000,Marin
Larwin Plaza,0.07375,Solano
Lathrop*,0.08750,San Joaquin
Laton,0.07975,Fresno
Lawndale*,0.10250,Los Angeles
Laws,0.07750,Inyo
Laytonville,0.07875,Mendocino
Le Grand (Also Legrand),0.07750,Merced
Lebec,0.07250,Kern
Lee Vining,0.07250,Mono
Leggett,0.07875,Mendocino
Leisure World,0.07750,Orange
Leisure World (Seal Beach*),0.08750,Orange
Lemon Grove*,0.07750,San Diego
Lemoncove,0.07750,Tulare
Lemoore*,0.07250,Kings
Lennox,0.09500,Los Angeles
Lenwood,0.07750,San Bernardino
Leona Valley,0.09500,Los Angeles
Leucadia (Encinitas*),0.07750,San Diego
Lewiston,0.07250,Trinity
Liberty Farms,0.07375,Solano
Likely,0.07250,Modoc
Lincoln Acres,0.07750,San Diego
Lincoln Heights (Los Angeles*),0.09500,Los Angeles
Lincoln Village,0.07750,San Joaquin
Lincoln*,0.07250,Placer
Linda,0.08250,Yuba
Linden,0.07750,San Joaquin
Lindsay*,0.08750,Tulare
Linnell,0.07750,Tulare
Litchfield,0.07250,Lassen
Little Lake,0.07750,Inyo
Little Norway,0.07250,El Dorado
Little Valley,0.07250,Lassen
Littleriver,0.07875,Mendocino
Littlerock (Also Little Rock),0.09500,Los Angeles
Live Oak,0.09000,Santa Cruz
Live Oak*,0.07250,Sutter
Livermore*,0.10250,Alameda
Livingston*,0.07750,Merced
Llano,0.09500,Los Angeles
Loch Lomond,0.07250,Lake
Locke,0.07750,Sacramento
Lockeford,0.07750,San Joaquin
Lockheed,0.09000,Santa Cruz
Lockwood,0.07750,Monterey
Lodi*,0.08250,San Joaquin
Loleta,0.07750,Humboldt
Loma Linda*,0.07750,San Bernardino
Loma Mar,0.09375,San Mateo
Loma Rica,0.08250,Yuba
Lomita*,0.10250,Los Angeles
Lompoc*,0.08750,Santa Barbara
London,0.07750,Tulare
Lone Pine,0.07750,Inyo
Long Barn,0.07250,Tuolumne
Long Beach*,0.10250,Los Angeles
Longview,0.09500,Los Angeles
Lookout,0.07250,Modoc
Loomis*,0.07500,Placer
Lorre Estates,0.09125,Santa Clara
Los Alamitos*,0.09250,Orange
Los Alamos,0.07750,Santa Barbara
Los Altos Hills*,0.09125,Santa Clara
Los Altos*,0.09125,Santa Clara
Los Angeles*,0.09500,Los Angeles
Los Banos*,0.08750,Merced
Los Gatos*,0.09250,Santa Clara
Los Molinos,0.07250,Tehama
Los Nietos,0.09500,Los Angeles
Los Olivos,0.07750,Santa Barbara
Los Osos,0.07250,San Luis Obispo
Los Padres,0.07250,San Luis Obispo
Los Serranos (Chino Hills*),0.07750,San Bernardino
Lost Hills,0.07250,Kern
Lost Lake,0.07750,Riverside
Lotus,0.07250,El Dorado
Lower Lake,0.07250,Lake
Loyalton*,0.07250,Sierra
Lucerne,0.07250,Lake
Lucerne Valley,0.07750,San Bernardino
Lucia,0.07750,Monterey
Ludlow,0.07750,San Bernardino
Lugo,0.09500,Los Angeles
Lynwood*,0.10250,Los Angeles
Lytle Creek,0.07750,San Bernardino
Macdoel,0.07250,Siskiyou
Maclay,0.09500,Los Angeles
Mad River,0.07250,Trinity
Madeline,0.07250,Lassen
Madera*,0.08250,Madera
Madison,0.07250,Yolo
Magalia,0.07250,Butte
Malaga,0.07975,Fresno
Malibu*,0.09500,Los Angeles
Mammoth Lakes*,0.07750,Mono
Manhattan Beach*,0.09500,Los Angeles
Manteca*,0.08250,San Joaquin
Manton,0.07250,Tehama
Manzanita Lake,0.07250,Shasta
Mar Vista,0.09500,Los Angeles
Marcelina,0.09500,Los Angeles
March A.F.B.,0.07750,Riverside
Mare Island (Vallejo*),0.08375,Solano
Maricopa*,0.07250,Kern
Marin City,0.08250,Marin
Marina Del Rey,0.09500,Los Angeles
Marina*,0.09250,Monterey
Marine Corps (Twentynine Palms*),0.07750,San Bernardino
Mariner,0.07750,Orange
Mariposa,0.07750,Mariposa
Markleeville,0.07250,Alpine
Marsh Manor,0.09375,San Mateo
Marshall,0.08250,Marin
Martell,0.07750,Amador
Martinez*,0.09750,Contra Costa
Marysville*,0.08250,Yuba
Mather,0.07250,Tuolumne
Mather,0.07750,Sacramento
Maxwell,0.07250,Colusa
Maywood*,0.09500,Los Angeles
McArthur,0.07250,Shasta
McClellan,0.07750,Sacramento
McCloud,0.07250,Siskiyou
McFarland*,0.07250,Kern
McKinleyville,0.07750,Humboldt
McKittrick,0.07250,Kern
Mead Valley,0.07750,Riverside
Meadow Valley,0.07250,Plumas
Meadow Vista,0.07250,Placer
Meadowbrook,0.07750,Riverside
Mecca,0.07750,Riverside
Meeks Bay,0.07250,El Dorado
Meiners Oaks,0.07250,Ventura
Mendocino,0.07875,Mendocino
Mendota*,0.07975,Fresno
Menifee*,0.08750,Riverside
Menlo Park*,0.09375,San Mateo
Mentone,0.07750,San Bernardino
Merced*,0.08250,Merced
Meridian,0.07250,Sutter
Mettler,0.07250,Kern
Meyers,0.07250,El Dorado
Mi-Wuk Village,0.07250,Tuolumne
Middletown,0.07250,Lake
Midland,0.07750,Riverside
Midpines,0.07750,Mariposa
Midway City,0.07750,Orange
Milford,0.07250,Lassen
Mill Creek,0.07250,Tehama
Mill Valley*,0.08250,Marin
Millbrae*,0.09375,San Mateo
Millville,0.07250,Shasta
Milpitas*,0.09375,Santa Clara
Mineral,0.07250,Tehama
Mineral King,0.07750,Tulare
Mint Canyon,0.09500,Los Angeles
Mira Loma,0.07750,Riverside
Mira Vista,0.08750,Contra Costa
Miracle Hot Springs,0.07250,Kern
Miramar (San Diego*),0.07750,San Diego
Miramonte,0.07975,Fresno
Miranda,0.07750,Humboldt
Mission Hills (Los Angeles*),0.09500,Los Angeles
Mission Viejo*,0.07750,Orange
Moccasin,0.07250,Tuolumne
Modesto*,0.07875,Stanislaus
Moffett Field,0.09125,Santa Clara
Mojave,0.07250,Kern
Mokelumne Hill,0.07250,Calaveras
Monarch Beach (Dana Point*),0.07750,Orange
Moneta,0.09500,Los Angeles
Mono Hot Springs,0.07975,Fresno
Mono Lake,0.07250,Mono
Monolith,0.07250,Kern
Monrovia*,0.10250,Los Angeles
Monta Vista,0.09125,Santa Clara
Montague*,0.07250,Siskiyou
Montalvo (Ventura*),0.07750,Ventura
Montara,0.09375,San Mateo
Montclair*,0.09000,San Bernardino
Monte Rio,0.08500,Sonoma
Monte Sereno*,0.09125,Santa Clara
Montebello*,0.10250,Los Angeles
Montecito,0.07750,Santa Barbara
Monterey Bay Academy,0.09000,Santa Cruz
Monterey Park*,0.09500,Los Angeles
Monterey*,0.09250,Monterey
Montgomery Creek,0.07250,Shasta
Montrose,0.09500,Los Angeles
Mooney,0.07750,Tulare
Moonridge,0.07750,San Bernardino
Moorpark*,0.07250,Ventura
Moraga*,0.09750,Contra Costa
Moreno Valley*,0.07750,Riverside
Morgan Hill*,0.09125,Santa Clara
Morongo Valley,0.07750,San Bernardino
Morro Bay*,0.08750,San Luis Obispo
Morro Plaza,0.07250,San Luis Obispo
Moss Beach,0.09375,San Mateo
Moss Landing,0.07750,Monterey
Mount Hamilton,0.09125,Santa Clara
Mount Hebron,0.07250,Siskiyou
Mount Hermon,0.09000,Santa Cruz
Mount Laguna,0.07750,San Diego
Mount Shasta*,0.07500,Siskiyou
Mount Wilson,0.09500,Los Angeles
Mountain Center,0.07750,Riverside
Mountain Mesa,0.07250,Kern
Mountain Pass,0.07750,San Bernardino
Mountain Ranch,0.07250,Calaveras
Mountain View*,0.09125,Santa Clara
Mt. Aukum,0.07250,El Dorado
Mt. Baldy,0.07750,San Bernardino
Murphys,0.07250,Calaveras
Murrieta*,0.08750,Riverside
Muscoy,0.07750,San Bernardino
Myers Flat,0.07750,Humboldt
Napa*,0.07750,Napa
Naples,0.09500,Los Angeles
Nashville,0.07250,El Dorado
National City*,0.08750,San Diego
Naval (Port Hueneme*),0.08750,Ventura
Naval (San Diego*),0.07750,San Diego
Naval Air Station (Alameda*),0.10750,Alameda
Naval Air Station (Coronado*),0.07750,San Diego
Naval Air Station (Lemoore*),0.07250,Kings
Naval Hospital (Oakland*),0.10250,Alameda
Naval Hospital (San Diego*),0.07750,San Diego
Naval Supply Center (Oakland*),0.10250,Alameda
Naval Training Center (San Diego*),0.07750,San Diego
Navarro,0.07875,Mendocino
Needles*,0.07750,San Bernardino
Nelson,0.07250,Butte
Nevada City*,0.08375,Nevada
New Almaden,0.09125,Santa Clara
New Cuyama,0.07750,Santa Barbara
New Idria,0.08250,San Benito
Newark*,0.10750,Alameda
Newberry,0.07750,San Bernardino
Newberry Springs,0.07750,San Bernardino
Newbury Park (Thousand Oaks*),0.07250,Ventura
Newcastle,0.07250,Placer
Newhall (Santa Clarita*),0.09500,Los Angeles
Newman*,0.07875,Stanislaus
Newport Beach*,0.07750,Orange
Nicasio,0.08250,Marin
Nice,0.07250,Lake
Nicolaus,0.07250,Sutter
Niland,0.07750,Imperial
Nipomo,0.07250,San Luis Obispo
Nipton,0.07750,San Bernardino
Norco*,0.08750,Riverside
Norden,0.07500,Nevada
North Edwards,0.07250,Kern
North Fork,0.07750,Madera
North Gardena,0.09500,Los Angeles
North Highlands,0.07750,Sacramento
North Hills (Los Angeles*),0.09500,Los Angeles
North Hollywood (Los Angeles*),0.09500,Los Angeles
North Palm Springs,0.07750,Riverside
North San Juan,0.07500,Nevada
North Shore,0.07750,Riverside
Northridge (Los Angeles*),0.09500,Los Angeles
Norton A.F.B. (San Bernardino*),0.08000,San Bernardino
Norwalk*,0.10250,Los Angeles
Novato*,0.08500,Marin
Nubieber,0.07250,Lassen
Nuevo,0.07750,Riverside
Nyeland Acres,0.07250,Ventura
O'Brien,0.07250,Shasta
O'Neals,0.07750,Madera
Oak Park,0.07250,Ventura
Oak Run,0.07250,Shasta
Oak View,0.07250,Ventura
Oakdale*,0.08375,Stanislaus
Oakhurst,0.07750,Madera
Oakland*,0.10250,Alameda
Oakley*,0.08750,Contra Costa
Oakville,0.07750,Napa
Oasis,0.07750,Riverside
Oban,0.09500,Los Angeles
Occidental,0.08500,Sonoma
Oceano,0.07250,San Luis Obispo
Oceanside*,0.08250,San Diego
Ocotillo,0.07750,Imperial
Ocotillo Wells,0.07750,San Diego
Oildale,0.07250,Kern
Ojai*,0.07250,Ventura
Olancha,0.07750,Inyo
Old Station,0.07250,Shasta
Olema,0.08250,Marin
Olinda,0.07250,Shasta
Olive View (Los Angeles*),0.09500,Los Angeles
Olivehurst,0.08250,Yuba
Olivenhain (Encinitas*),0.07750,San Diego
Olympic Valley,0.07250,Placer
Omo Ranch,0.07250,El Dorado
Ono,0.07250,Shasta
Ontario*,0.07750,San Bernardino
Onyx,0.07250,Kern
Opal Cliffs,0.09000,Santa Cruz
Orange Cove*,0.07975,Fresno
Orange*,0.07750,Orange
Orangevale,0.07750,Sacramento
Orcutt,0.07750,Santa Barbara
Ordbend,0.07250,Glenn
Oregon House,0.08250,Yuba
Orick,0.07750,Humboldt
Orinda*,0.09750,Contra Costa
Orland*,0.07750,Glenn
Orleans,0.07750,Humboldt
Oro Grande,0.07750,San Bernardino
Orosi,0.07750,Tulare
Oroville*,0.08250,Butte
Otay (Chula Vista*),0.08750,San Diego
Oxnard*,0.09250,Ventura
Pacheco,0.08750,Contra Costa
Pacific Grove*,0.08750,Monterey
Pacific House,0.07250,El Dorado
Pacific Palisades (Los Angeles*),0.09500,Los Angeles
Pacifica*,0.09375,San Mateo
Pacoima (Los Angeles*),0.09500,Los Angeles
Paicines,0.08250,San Benito
Pajaro,0.07750,Monterey
Pala,0.07750,San Diego
Palermo,0.07250,Butte
Pallett,0.09500,Los Angeles
Palm City,0.07750,Riverside
Palm City (San Diego*),0.07750,San Diego
Palm Desert*,0.07750,Riverside
Palm Springs*,0.09250,Riverside
Palmdale*,0.10250,Los Angeles
Palo Alto*,0.09125,Santa Clara
Palo Cedro,0.07250,Shasta
Palo Verde,0.07750,Imperial
Palomar Mountain,0.07750,San Diego
Palos Verdes Estates*,0.09500,Los Angeles
Palos Verdes/Peninsula,0.09500,Los Angeles
Panorama City (Los Angeles*),0.09500,Los Angeles
Paradise*,0.07750,Butte
Paramount*,0.10250,Los Angeles
Parker Dam,0.07750,San Bernardino
Parkfield,0.07750,Monterey
Parlier*,0.08975,Fresno
Pasadena*,0.10250,Los Angeles
Paskenta,0.07250,Tehama
Paso Robles*,0.08750,San Luis Obispo
Patterson*,0.07875,Stanislaus
Patton,0.07750,San Bernardino
Pauma Valley,0.07750,San Diego
Paynes Creek,0.07250,Tehama
Pearblossom,0.09500,Los Angeles
Pearland,0.09500,Los Angeles
Pebble Beach,0.07750,Monterey
Pedley,0.07750,Riverside
Peninsula Village,0.07250,Plumas
Penn Valley,0.07500,Nevada
Penngrove,0.08500,Sonoma
Penryn,0.07250,Placer
Pepperwood,0.07750,Humboldt
Permanente,0.09125,Santa Clara
Perris*,0.07750,Riverside
Perry (Whittier*),0.09500,Los Angeles
Pescadero,0.09375,San Mateo
Petaluma*,0.09500,Sonoma
Petrolia,0.07750,Humboldt
Phelan,0.07750,San Bernardino
Phillipsville,0.07750,Humboldt
Philo,0.07875,Mendocino
Pico Rivera*,0.10250,Los Angeles
Piedmont*,0.10250,Alameda
Piedra,0.07975,Fresno
Piercy,0.07875,Mendocino
Pilot Hill,0.07250,El Dorado
Pine Grove,0.07750,Amador
Pine Valley,0.07750,San Diego
Pinecrest,0.07250,Tuolumne
Pinedale (Fresno*),0.07975,Fresno
Pinetree,0.09500,Los Angeles
Pinole*,0.09750,Contra Costa
Pinon Hills,0.07750,San Bernardino
Pioneer,0.07750,Amador
Pioneertown,0.07750,San Bernardino
Piru,0.07250,Ventura
Pismo Beach*,0.07750,San Luis Obispo
Pittsburg*,0.09250,Contra Costa
Pixley,0.07750,Tulare
Placentia*,0.08750,Orange
Placerville*,0.08250,El Dorado
Plainview,0.07750,Tulare
Planada,0.07750,Merced
Plaster City,0.07750,Imperial
Platina,0.07250,Shasta
Playa Del Rey (Los Angeles*),0.09500,Los Angeles
Pleasant Grove,0.07250,Sutter
Pleasant Hill*,0.09250,Contra Costa
Pleasanton*,0.10250,Alameda
Plymouth*,0.07750,Amador
Point Arena*,0.08375,Mendocino
Point Mugu,0.07250,Ventura
Point Reyes Station,0.08250,Marin
Pollock Pines,0.07250,El Dorado
Pomona*,0.10250,Los Angeles
Pond,0.07250,Kern
Pondosa,0.07250,Siskiyou
Pope Valley,0.07750,Napa
Poplar,0.07750,Tulare
Port Costa,0.08750,Contra Costa
Port Hueneme*,0.08750,Ventura
Porter Ranch (Los Angeles*),0.09500,Los Angeles
Porterville*,0.09250,Tulare
Portola Valley*,0.09375,San Mateo
Portola*,0.07250,Plumas
Portuguese Bend (Rancho Palos Verdes*),0.09500,Los Angeles
Posey,0.07750,Tulare
Potrero,0.07750,San Diego
Potter Valley,0.07875,Mendocino
Poway*,0.07750,San Diego
Prather,0.07975,Fresno
Presidio (San Francisco*),0.08625,San Francisco
Presidio of Monterey (Monterey*),0.09250,Monterey
Priest Valley,0.07750,Monterey
Princeton,0.07250,Colusa
Proberta,0.07250,Tehama
Project City,0.07250,Shasta
Prunedale,0.07750,Monterey
Pt. Dume,0.09500,Los Angeles
Pulga,0.07250,Butte
Pumpkin Center,0.07250,Kern
Quail Valley,0.08750,Riverside
Quartz Hill,0.09500,Los Angeles
Quincy,0.07250,Plumas
Rackerby,0.08250,Yuba
Rail Road Flat,0.07250,Calaveras
Rainbow,0.07750,San Diego
Raisin City,0.07975,Fresno
Ramona,0.07750,San Diego
Ranchita,0.07750,San Diego
Rancho Bernardo (San Diego*),0.07750,San Diego
Rancho California,0.07750,Riverside
Rancho Cordova *,0.08750,Sacramento
Rancho Cucamonga*,0.07750,San Bernardino
Rancho Dominguez,0.09500,Los Angeles
Rancho Mirage*,0.07750,Riverside
Rancho Murieta,0.07750,Sacramento
Rancho Palos Verdes*,0.09500,Los Angeles
Rancho Park (Los Angeles*),0.09500,Los Angeles
Rancho Santa Fe,0.07750,San Diego
Rancho Santa Margarita*,0.07750,Orange
Randsburg,0.07250,Kern
Ravendale,0.07250,Lassen
Ravenna,0.09500,Los Angeles
Raymond,0.07750,Madera
Red Bluff*,0.07500,Tehama
Red Mountain,0.07750,San Bernardino
Red Top,0.07750,Madera
Redcrest,0.07750,Humboldt
Redding*,0.07250,Shasta
Redlands*,0.08750,San Bernardino
Redondo Beach*,0.09500,Los Angeles
Redway,0.07750,Humboldt
Redwood City*,0.09875,San Mateo
Redwood Estates,0.09125,Santa Clara
Redwood Valley,0.07875,Mendocino
Reedley*,0.09225,Fresno
Refugio Beach,0.07750,Santa Barbara
Represa (Folsom Prison),0.07750,Sacramento
Requa,0.08500,Del Norte
Rescue,0.07250,El Dorado
Reseda (Los Angeles*),0.09500,Los Angeles
Rheem Valley (Moraga*),0.09750,Contra Costa
Rialto*,0.07750,San Bernardino
Richardson Grove,0.07750,Humboldt
Richardson Springs,0.07250,Butte
Richfield,0.07250,Tehama
Richgrove,0.07750,Tulare
Richmond*,0.09750,Contra Costa
Richvale,0.07250,Butte
Ridgecrest*,0.08250,Kern
Rimforest,0.07750,San Bernardino
Rimpau (Los Angeles*),0.09500,Los Angeles
Rio Bravo (Bakersfield*),0.08250,Kern
Rio Del Mar,0.09000,Santa Cruz
Rio Dell*,0.08750,Humboldt
Rio Linda,0.07750,Sacramento
Rio Nido,0.08500,Sonoma
Rio Oso,0.07250,Sutter
Rio Vista*,0.08125,Solano
Ripley,0.07750,Riverside
Ripon*,0.07750,San Joaquin
River Pines,0.07750,Amador
Riverbank*,0.07875,Stanislaus
Riverdale,0.07975,Fresno
Riverside*,0.08750,Riverside
Robbins,0.07250,Sutter
Rocklin*,0.07250,Placer
Rodeo,0.08750,Contra Costa
Rohnert Park*,0.09000,Sonoma
Rohnerville,0.07750,Humboldt
Rolling Hills Estates*,0.09500,Los Angeles
Rolling Hills*,0.09500,Los Angeles
Romoland ,0.08750,Riverside
Rosamond,0.07250,Kern
Rose Bowl (Pasadena*),0.10250,Los Angeles
Roseland,0.08500,Sonoma
Rosemead*,0.09500,Los Angeles
Roseville*,0.07750,Placer
Ross*,0.08250,Marin
Rossmoor,0.07750,Orange
Rough and Ready,0.07500,Nevada
Round Mountain,0.07250,Shasta
Rowland Heights,0.09500,Los Angeles
Royal Oaks,0.07750,Monterey
Rubidoux,0.07750,Riverside
Ruby Valley,0.07750,Humboldt
Rumsey,0.07250,Yolo
Running Springs,0.07750,San Bernardino
Ruth,0.07250,Trinity
Rutherford,0.07750,Napa
Ryde,0.07750,Sacramento
Sacramento*,0.08750,Sacramento
Saint Helena*,0.08250,Napa
Salida,0.07875,Stanislaus
Salinas*,0.09250,Monterey
Salton City,0.07750,Imperial
Salyer,0.07250,Trinity
Samoa,0.07750,Humboldt
San Andreas,0.07250,Calaveras
San Anselmo*,0.08750,Marin
San Ardo,0.07750,Monterey
San Benito,0.08250,San Benito
San Bernardino*,0.08750,San Bernardino
San Bruno*,0.09875,San Mateo
San Carlos (San Diego*),0.07750,San Diego
San Carlos*,0.09375,San Mateo
San Clemente*,0.07750,Orange
San Diego*,0.07750,San Diego
San Dimas*,0.09500,Los Angeles
San Fernando*,0.10250,Los Angeles
San Francisco*,0.08625,San Francisco
San Gabriel*,0.10250,Los Angeles
San Geronimo,0.08250,Marin
San Gregorio,0.09375,San Mateo
San Jacinto*,0.08750,Riverside
San Joaquin*,0.07975,Fresno
San Jose*,0.09375,Santa Clara
San Juan Bautista*,0.09000,San Benito
San Juan Capistrano*,0.07750,Orange
San Juan Plaza (San Juan Capistrano*),0.07750,Orange
San Leandro*,0.10750,Alameda
San Lorenzo,0.10250,Alameda
San Lucas,0.07750,Monterey
San Luis Obispo*,0.08750,San Luis Obispo
San Luis Rey (Oceanside*),0.08250,San Diego
San Marcos*,0.07750,San Diego
San Marino*,0.09500,Los Angeles
San Martin,0.09125,Santa Clara
San Mateo*,0.09625,San Mateo
San Miguel,0.07250,San Luis Obispo
San Pablo*,0.09250,Contra Costa
San Pedro (Los Angeles*),0.09500,Los Angeles
San Quentin,0.08250,Marin
San Rafael*,0.09250,Marin
San Ramon*,0.08750,Contra Costa
San Simeon,0.07250,San Luis Obispo
San Tomas,0.09125,Santa Clara
San Ysidro (San Diego*),0.07750,San Diego
Sand City*,0.08750,Monterey
Sanger*,0.08725,Fresno
Santa Ana*,0.09250,Orange
Santa Barbara,0.08750,Santa Barbara
Santa Clara*,0.09125,Santa Clara
Santa Clarita*,0.09500,Los Angeles
Santa Cruz*,0.09250,Santa Cruz
Santa Fe Springs*,0.10500,Los Angeles
Santa Margarita,0.07250,San Luis Obispo
Santa Maria*,0.08750,Santa Barbara
Santa Monica*,0.10250,Los Angeles
Santa Nella,0.07750,Merced
Santa Paula*,0.08250,Ventura
Santa Rita Park,0.07750,Merced
Santa Rosa Valley,0.07250,Ventura
Santa Rosa*,0.09250,Sonoma
Santa Ynez,0.07750,Santa Barbara
Santa Ysabel,0.07750,San Diego
Santee*,0.07750,San Diego
Saratoga*,0.09125,Santa Clara
Saticoy,0.07250,Ventura
Sattley,0.07250,Sierra
Saugus (Santa Clarita*),0.09500,Los Angeles
Sausalito*,0.08750,Marin
Sawtelle (Los Angeles*),0.09500,Los Angeles
Sawyers Bar,0.07250,Siskiyou
Scotia,0.07750,Humboldt
Scott Bar,0.07250,Siskiyou
Scotts Valley*,0.09750,Santa Cruz
Sea Ranch,0.08500,Sonoma
Seabright (Santa Cruz*),0.09250,Santa Cruz
Seal Beach*,0.08750,Orange
Seaside*,0.09250,Monterey
Sebastopol*,0.09250,Sonoma
Seeley,0.07750,Imperial
Seiad Valley,0.07250,Siskiyou
Selby,0.08750,Contra Costa
Selma*,0.08475,Fresno
Seminole Hot Springs,0.09500,Los Angeles
Sepulveda (Los Angeles*),0.09500,Los Angeles
Sequoia National Park,0.07750,Tulare
Shadow Hills (Los Angeles*),0.09500,Los Angeles
Shafter*,0.07250,Kern
Shandon,0.07250,San Luis Obispo
Sharpe Army Depot,0.07750,San Joaquin
Shasta,0.07250,Shasta
Shasta Lake*,0.07250,Shasta
Shaver Lake,0.07975,Fresno
Sheepranch,0.07250,Calaveras
Shell Beach (Pismo Beach*),0.07750,San Luis Obispo
Sheridan,0.07250,Placer
Sherman Island,0.07750,Sacramento
Sherman Oaks (Los Angeles*),0.09500,Los Angeles
Sherwin Plaza,0.07250,Mono
Shingle Springs,0.07250,El Dorado
Shingletown,0.07250,Shasta
Shively,0.07750,Humboldt
Shore Acres,0.08750,Contra Costa
Shoshone,0.07750,Inyo
Sierra City,0.07250,Sierra
Sierra Madre*,0.10250,Los Angeles
Sierraville,0.07250,Sierra
Signal Hill*,0.10250,Los Angeles
Silver Lake,0.07750,Amador
Silverado Canyon,0.07750,Orange
Simi Valley*,0.07250,Ventura
Sisquoc,0.07750,Santa Barbara
Sites,0.07250,Colusa
Sky Valley,0.07750,Riverside
Skyforest,0.07750,San Bernardino
Sleepy Valley,0.09500,Los Angeles
Sloat,0.07250,Plumas
Sloughhouse,0.07750,Sacramento
Smartsville,0.08250,Yuba
Smith River,0.08500,Del Norte
Smithflat,0.07250,El Dorado
Smoke Tree (Palm Springs*),0.09250,Riverside
Smoke Tree (Twentynine Palms*),0.07750,San Bernardino
Snelling,0.07750,Merced
Soda Springs,0.07500,Nevada
Solana Beach*,0.07750,San Diego
Soledad*,0.09250,Monterey
Solemint,0.09500,Los Angeles
Solvang*,0.07750,Santa Barbara
Somerset,0.07250,El Dorado
Somes Bar,0.07250,Siskiyou
Somis,0.07250,Ventura
Sonoma*,0.09000,Sonoma
Sonora*,0.07750,Tuolumne
Soquel,0.09000,Santa Cruz
Soulsbyville,0.07250,Tuolumne
South Dos Palos,0.07750,Merced
South El Monte*,0.10250,Los Angeles
South Fork,0.07750,Humboldt
South Gate*,0.10250,Los Angeles
South Laguna (Laguna Beach*),0.07750,Orange
South Lake Tahoe*,0.08750,El Dorado
South Pasadena*,0.10250,Los Angeles
South San Francisco*,0.09875,San Mateo
South Shore (Alameda*),0.10750,Alameda
South Whittier,0.09500,Los Angeles
Spanish Flat,0.07750,Napa
Spreckels,0.07750,Monterey
Spring Garden,0.07250,Plumas
Spring Valley,0.07750,San Diego
Springville,0.07750,Tulare
Spyrock,0.07875,Mendocino
Squaw Valley,0.07975,Fresno
St. Helena*,0.08250,Napa
Standard,0.07250,Tuolumne
Standish,0.07250,Lassen
Stanford,0.09125,Santa Clara
Stanislaus,0.07250,Tuolumne
Stanton*,0.08750,Orange
Steele Park,0.07750,Napa
Stevenson Ranch,0.09500,Los Angeles
Stevinson,0.07750,Merced
Stewarts Point,0.08500,Sonoma
Stinson Beach,0.08250,Marin
Stirling City,0.07250,Butte
Stockton*,0.09000,San Joaquin
Stonyford,0.07250,Colusa
Storrie,0.07250,Plumas
Stratford,0.07250,Kings
Strathmore,0.07750,Tulare
Strawberry,0.07250,Tuolumne
Strawberry Valley,0.08250,Yuba
Studio City (Los Angeles*),0.09500,Los Angeles
Sugarloaf,0.07750,San Bernardino
Suisun City*,0.08375,Solano
Sulphur Springs,0.09500,Los Angeles
Sultana,0.07750,Tulare
Summerland,0.07750,Santa Barbara
Summit,0.07750,San Bernardino
Summit City,0.07250,Shasta
Sun City,0.08750,Riverside
