year,city,county,rate,rate_change
2022,Cabrillo,Los Angeles,0.095,0
2020,Cadiz,San Bernardino,0.0775,
2021,Cadiz,San Bernardino,0.0775,0
2022,Cadiz,San Bernardino,0.0775,0
2020,Calabasas,Los Angeles,0.095,
2021,Calabasas,Los Angeles,0.095,0
2022,Calabasas,Los Angeles,0.095,0
2020,Calabasas Highlands,Los Angeles,0.095,
2021,Calabasas Highlands,Los Angeles,0.095,0
2022,Calabasas Highlands,Los Angeles,0.095,0
2020,Calabasas Park,Los Angeles,0.095,
2021,Calabasas Park,Los Angeles,0.095,0
2022,Calabasas Park,Los Angeles,0.095,0
2020,Calexico,Imperial,0.0825,
2021,Calexico,Imperial,0.0825,0
2022,Calexico,Imperial,0.0825,0
2020,Caliente,Kern,0.0725,
2021,Caliente,Kern,0.0725,0
2022,Caliente,Kern,0.0725,0
2020,California City,Kern,0.0725,
2021,California City,Kern,0.0725,0
2022,California City,Kern,0.0725,0
2020,California Hot Springs,Tulare,0.0775,
2021,California Hot Springs,Tulare,0.0775,0
2022,California Hot Springs,Tulare,0.0775,0
2020,California Valley,San Luis Obispo,0.0725,
2021,California Valley,San Luis Obispo,0.0725,0
2022,California Valley,San Luis Obispo,0.0725,0
2020,Calimesa,Riverside,0.0775,
2021,Calimesa,Riverside,0.0775,0
2022,Calimesa,Riverside,0.0775,0
2020,Calipatria,Imperial,0.0775,
2021,Calipatria,Imperial,0.0775,0
2022,Calipatria,Imperial,0.0775,0
2020,Calistoga,Napa,0.0775,
2021,Calistoga,Napa,0.0775,0
2022,Calistoga,Napa,0.0775,0
2020,Callahan,Siskiyou,0.0725,
2021,Callahan,Siskiyou,0.0725,0
2022,Callahan,Siskiyou,0.0725,0
2020,Calpella,Mendocino,0.07875,
2021,Calpella,Mendocino,0.07875,0
2022,Calpella,Mendocino,0.07875,0
2020,Calpine,Sierra,0.0725,
2021,Calpine,Sierra,0.0725,0
2022,Calpine,Sierra,0.0725,0
2020,Calwa,Fresno,0.07975,
2021,Calwa,Fresno,0.07975,0
2022,Calwa,Fresno,0.07975,0
2020,Camarillo,Ventura,0.0725,
2021,Camarillo,Ventura,0.0725,0
2022,Camarillo,Ventura,0.0725,0
2020,Cambria,San Luis Obispo,0.0725,
2021,Cambria,San Luis Obispo,0.0725,0
2022,Cambria,San Luis Obispo,0.0725,0
2020,Cambrian Park,Santa Clara,0.09,
2021,Cambrian Park,Santa Clara,0.09,0
2022,Cambrian Park,Santa Clara,0.09125,0.013888889
2020,Cameron Park,El Dorado,0.0725,
2021,Cameron Park,El Dorado,0.0725,0
2022,Cameron Park,El Dorado,0.0725,0
2020,Camino,El Dorado,0.0725,
2021,Camino,El Dorado,0.0725,0
2022,Camino,El Dorado,0.0725,0
2020,Camp Beale,Yuba,0.0825,
2021,Camp Beale,Yuba,0.0825,0
2022,Camp Beale,Yuba,0.0825,0
2020,Camp Connell,Calaveras,0.0725,
2021,Camp Connell,Calaveras,0.0725,0
2022,Camp Connell,Calaveras,0.0725,0
2020,Camp Curry,Mariposa,0.0775,
2021,Camp Curry,Mariposa,0.0775,0
2022,Camp Curry,Mariposa,0.0775,0
2020,Camp Kaweah,Tulare,0.0775,
2021,Camp Kaweah,Tulare,0.0775,0
2022,Camp Kaweah,Tulare,0.0775,0
2020,Camp Meeker,Sonoma,0.0825,
2021,Camp Meeker,Sonoma,0.0825,0
2022,Camp Meeker,Sonoma,0.085,0.03030303
2020,Camp Nelson,Tulare,0.0775,
2021,Camp Nelson,Tulare,0.0775,0
2022,Camp Nelson,Tulare,0.0775,0
2020,Camp Pendleton,San Diego,0.0775,
2021,Camp Pendleton,San Diego,0.0775,0
2022,Camp Pendleton,San Diego,0.0775,0
2020,Camp Roberts,Monterey,0.0775,
2021,Camp Roberts,Monterey,0.0775,0
2022,Camp Roberts,Monterey,0.0775,0
2020,Campbell,Santa Clara,0.0925,
2021,Campbell,Santa Clara,0.0925,0
2022,Campbell,Santa Clara,0.09375,0.013513514
2020,Campo,San Diego,0.0775,
2021,Campo,San Diego,0.0775,0
2022,Campo,San Diego,0.0775,0
2020,Campo Seco,Calaveras,0.0725,
2021,Campo Seco,Calaveras,0.0725,0
2022,Campo Seco,Calaveras,0.0725,0
2020,Camptonville,Yuba,0.0825,
2021,Camptonville,Yuba,0.0825,0
2022,Camptonville,Yuba,0.0825,0
2020,Canby,Modoc,0.0725,
2021,Canby,Modoc,0.0725,0
2022,Canby,Modoc,0.0725,0
2020,Canoga Annex,Los Angeles,0.095,
2021,Canoga Annex,Los Angeles,0.095,0
2022,Canoga Annex,Los Angeles,0.095,0
2020,Canoga Park (Los Angeles),Los Angeles,0.095,
2021,Canoga Park (Los Angeles),Los Angeles,0.095,0
2022,Canoga Park (Los Angeles),Los Angeles,0.095,0
2020,Cantil,Kern,0.0725,
2021,Cantil,Kern,0.0725,0
2022,Cantil,Kern,0.0725,0
2020,Cantua Creek,Fresno,0.07975,
2021,Cantua Creek,Fresno,0.07975,0
2022,Cantua Creek,Fresno,0.07975,0
2020,Canyon,Contra Costa,0.0825,
2021,Canyon,Contra Costa,0.0825,0
2022,Canyon,Contra Costa,0.0875,0.060606061
2020,Canyon Country (Santa Clarita),Los Angeles,0.095,
2021,Canyon Country (Santa Clarita),Los Angeles,0.095,0
2022,Canyon Country (Santa Clarita),Los Angeles,0.095,0
2020,Canyon Lake,Riverside,0.0775,
2021,Canyon Lake,Riverside,0.0775,0
2022,Canyon Lake,Riverside,0.0775,0
2020,Canyondam,Plumas,0.0725,
2021,Canyondam,Plumas,0.0725,0
2022,Canyondam,Plumas,0.0725,0
2020,Capay,Yolo,0.0725,
2021,Capay,Yolo,0.0725,0
2022,Capay,Yolo,0.0725,0
2020,Capistrano Beach (Dana Point),Orange,0.0775,
2021,Capistrano Beach (Dana Point),Orange,0.0775,0
2022,Capistrano Beach (Dana Point),Orange,0.0775,0
2020,Capitola,Santa Cruz,0.09,
2021,Capitola,Santa Cruz,0.09,0
2022,Capitola,Santa Cruz,0.09,0
2020,Cardiff By The Sea (Encinitas),San Diego,0.0775,
2021,Cardiff By The Sea (Encinitas),San Diego,0.0775,0
2022,Cardiff By The Sea (Encinitas),San Diego,0.0775,0
2020,Cardwell,Fresno,0.07975,
2021,Cardwell,Fresno,0.07975,0
2022,Cardwell,Fresno,0.07975,0
2020,Carlotta,Humboldt,0.0775,
2021,Carlotta,Humboldt,0.0775,0
2022,Carlotta,Humboldt,0.0775,0
2020,Carlsbad,San Diego,0.0775,
2021,Carlsbad,San Diego,0.0775,0
2022,Carlsbad,San Diego,0.0775,0
2020,Carmel,Monterey,0.0875,
2021,Carmel,Monterey,0.0925,0.057142857
2022,Carmel,Monterey,0.0925,0
2020,Carmel Rancho,Monterey,0.0775,
2021,Carmel Rancho,Monterey,0.0775,0
2022,Carmel Rancho,Monterey,0.0775,0
2020,Carmel Valley,Monterey,0.0775,
2021,Carmel Valley,Monterey,0.0775,0
2022,Carmel Valley,Monterey,0.0775,0
2020,Carmichael,Sacramento,0.0775,
2021,Carmichael,Sacramento,0.0775,0
2022,Carmichael,Sacramento,0.0775,0
2020,Carnelian Bay,Placer,0.0725,
2021,Carnelian Bay,Placer,0.0725,0
2022,Carnelian Bay,Placer,0.0725,0
2020,Carpinteria,Santa Barbara,0.09,
2021,Carpinteria,Santa Barbara,0.09,0
2022,Carpinteria,Santa Barbara,0.09,0
2020,Carson,Los Angeles,0.095,
2021,Carson,Los Angeles,0.095,0
2022,Carson,Los Angeles,0.1025,0.078947368
2020,Cartago,Inyo,0.0775,
2021,Cartago,Inyo,0.0775,0
2022,Cartago,Inyo,0.0775,0
2020,Caruthers,Fresno,0.07975,
2021,Caruthers,Fresno,0.07975,0
2022,Caruthers,Fresno,0.07975,0
2020,Casitas Springs,Ventura,0.0725,
2021,Casitas Springs,Ventura,0.0725,0
2022,Casitas Springs,Ventura,0.0725,0
2020,Casmalia,Santa Barbara,0.0775,
2021,Casmalia,Santa Barbara,0.0775,0
2022,Casmalia,Santa Barbara,0.0775,0
2020,Caspar,Mendocino,0.07875,
2021,Caspar,Mendocino,0.07875,0
2022,Caspar,Mendocino,0.07875,0
2020,Cassel,Shasta,0.0725,
2021,Cassel,Shasta,0.0725,0
2022,Cassel,Shasta,0.0725,0
2020,Castaic,Los Angeles,0.095,
2021,Castaic,Los Angeles,0.095,0
2022,Castaic,Los Angeles,0.095,0
2020,Castella,Shasta,0.0725,
2021,Castella,Shasta,0.0725,0
2022,Castella,Shasta,0.0725,0
2020,Castle A.F.B.,Merced,0.0775,
2021,Castle A.F.B.,Merced,0.0775,0
2022,Castle A.F.B.,Merced,0.0775,0
2020,Castro Valley,Alameda,0.0925,
2021,Castro Valley,Alameda,0.0925,0
2022,Castro Valley,Alameda,0.1025,0.108108108
2020,Castroville,Monterey,0.0775,
2021,Castroville,Monterey,0.0775,0
2022,Castroville,Monterey,0.0775,0
2020,Cathedral City,Riverside,0.0875,
2021,Cathedral City,Riverside,0.0875,0
2022,Cathedral City,Riverside,0.0875,0
2020,Catheys Valley,Mariposa,0.0775,
2021,Catheys Valley,Mariposa,0.0775,0
2022,Catheys Valley,Mariposa,0.0775,0
2020,Cayucos,San Luis Obispo,0.0725,
2021,Cayucos,San Luis Obispo,0.0725,0
2022,Cayucos,San Luis Obispo,0.0725,0
2020,Cazadero,Sonoma,0.0825,
2021,Cazadero,Sonoma,0.0825,0
2022,Cazadero,Sonoma,0.085,0.03030303
2020,Cecilville,Siskiyou,0.0725,
2021,Cecilville,Siskiyou,0.0725,0
2022,Cecilville,Siskiyou,0.0725,0
2020,Cedar,Los Angeles,0.095,
2021,Cedar,Los Angeles,0.095,0
2022,Cedar,Los Angeles,0.095,0
2020,Cedar Crest,Fresno,0.07975,
2021,Cedar Crest,Fresno,0.07975,0
2022,Cedar Crest,Fresno,0.07975,0
2020,Cedar Glen,San Bernardino,0.0775,
2021,Cedar Glen,San Bernardino,0.0775,0
2022,Cedar Glen,San Bernardino,0.0775,0
2020,Cedar Ridge,Nevada,0.075,
2021,Cedar Ridge,Nevada,0.075,0
2022,Cedar Ridge,Nevada,0.075,0
2020,Cedarpines Park,San Bernardino,0.0775,
2021,Cedarpines Park,San Bernardino,0.0775,0
2022,Cedarpines Park,San Bernardino,0.0775,0
2020,Cedarville,Modoc,0.0725,
2021,Cedarville,Modoc,0.0725,0
2022,Cedarville,Modoc,0.0725,0
2020,Central Valley,Shasta,0.0725,
2021,Central Valley,Shasta,0.0725,0
2022,Central Valley,Shasta,0.0725,0
2020,Century City (Los Angeles),Los Angeles,0.095,
2021,Century City (Los Angeles),Los Angeles,0.095,0
2022,Century City (Los Angeles),Los Angeles,0.095,0
2020,Ceres,Stanislaus,0.08375,
2021,Ceres,Stanislaus,0.08375,0
2022,Ceres,Stanislaus,0.08375,0
2020,Cerritos,Los Angeles,0.095,
2021,Cerritos,Los Angeles,0.095,0
2022,Cerritos,Los Angeles,0.095,0
2020,Challenge,Yuba,0.0825,
2021,Challenge,Yuba,0.0825,0
2022,Challenge,Yuba,0.0825,0
2020,Chambers Lodge,Placer,0.0725,
2021,Chambers Lodge,Placer,0.0725,0
2022,Chambers Lodge,Placer,0.0725,0
2020,Charter Oak,Los Angeles,0.095,
2021,Charter Oak,Los Angeles,0.095,0
2022,Charter Oak,Los Angeles,0.095,0
2020,Chatsworth (Los Angeles),Los Angeles,0.095,
2021,Chatsworth (Los Angeles),Los Angeles,0.095,0
2022,Chatsworth (Los Angeles),Los Angeles,0.095,0
2020,Cherry Valley,Riverside,0.0775,
2021,Cherry Valley,Riverside,0.0775,0
2022,Cherry Valley,Riverside,0.0775,0
2020,Chester,Plumas,0.0725,
2021,Chester,Plumas,0.0725,0
2022,Chester,Plumas,0.0725,0
2020,Chicago Park,Nevada,0.075,
2021,Chicago Park,Nevada,0.075,0
2022,Chicago Park,Nevada,0.075,0
2020,Chico,Butte,0.0725,
2021,Chico,Butte,0.0725,0
2022,Chico,Butte,0.0725,0
2020,Chilcoot,Plumas,0.0725,
2021,Chilcoot,Plumas,0.0725,0
2022,Chilcoot,Plumas,0.0725,0
2020,China Lake NWC (Ridgecrest),Kern,0.0825,
2021,China Lake NWC (Ridgecrest),Kern,0.0825,0
2022,China Lake NWC (Ridgecrest),Kern,0.0825,0
2020,Chinese Camp,Tuolumne,0.0725,
2021,Chinese Camp,Tuolumne,0.0725,0
2022,Chinese Camp,Tuolumne,0.0725,0
2020,Chino,San Bernardino,0.0775,
2021,Chino,San Bernardino,0.0775,0
2022,Chino,San Bernardino,0.0775,0
2020,Chino Hills,San Bernardino,0.0775,
2021,Chino Hills,San Bernardino,0.0775,0
2022,Chino Hills,San Bernardino,0.0775,0
2020,Chiriaco Summit,Riverside,0.0775,
2021,Chiriaco Summit,Riverside,0.0775,0
2022,Chiriaco Summit,Riverside,0.0775,0
2020,Cholame,San Luis Obispo,0.0725,
2021,Cholame,San Luis Obispo,0.0725,0
2022,Cholame,San Luis Obispo,0.0725,0
2020,Chowchilla,Madera,0.0875,
2021,Chowchilla,Madera,0.0875,0
2022,Chowchilla,Madera,0.0875,0
2020,Chualar,Monterey,0.0775,
2021,Chualar,Monterey,0.0775,0
2022,Chualar,Monterey,0.0775,0
2020,Chula Vista,San Diego,0.0875,
2021,Chula Vista,San Diego,0.0875,0
2022,Chula Vista,San Diego,0.0875,0
2020,Cima,San Bernardino,0.0775,
2021,Cima,San Bernardino,0.0775,0
2022,Cima,San Bernardino,0.0775,0
2020,Citrus Heights,Sacramento,0.0775,
2021,Citrus Heights,Sacramento,0.0775,0
2022,Citrus Heights,Sacramento,0.0775,0
2020,City of Commerce,Los Angeles,0.1,
2021,City of Commerce,Los Angeles,0.1,0
2022,City of Commerce,Los Angeles,0.1025,0.025
2020,City of Industry,Los Angeles,0.095,
2021,City of Industry,Los Angeles,0.095,0
2022,City of Industry,Los Angeles,0.095,0
2020,City Terrace,Los Angeles,0.095,
2021,City Terrace,Los Angeles,0.095,0
2022,City Terrace,Los Angeles,0.095,0
2020,Claremont,Los Angeles,0.095,
2021,Claremont,Los Angeles,0.095,0
2022,Claremont,Los Angeles,0.095,0
2020,Clarksburg,Yolo,0.0725,
2021,Clarksburg,Yolo,0.0725,0
2022,Clarksburg,Yolo,0.0725,0
2020,Clayton,Contra Costa,0.0825,
2021,Clayton,Contra Costa,0.0825,0
2022,Clayton,Contra Costa,0.0875,0.060606061
2020,Clear Creek,Siskiyou,0.0725,
2021,Clear Creek,Siskiyou,0.0725,0
2022,Clear Creek,Siskiyou,0.0725,0
2020,Clearlake,Lake,0.0875,
2021,Clearlake,Lake,0.0875,0
2022,Clearlake,Lake,0.0875,0
2020,Clearlake Highlands (Clearlake),Lake,0.0875,
2021,Clearlake Highlands (Clearlake),Lake,0.0875,0
2022,Clearlake Highlands (Clearlake),Lake,0.0875,0
2020,Clearlake Oaks,Lake,0.0725,
2021,Clearlake Oaks,Lake,0.0725,0
2022,Clearlake Oaks,Lake,0.0725,0
2020,Clearlake Park (Clearlake),Lake,0.0875,
2021,Clearlake Park (Clearlake),Lake,0.0875,0
2022,Clearlake Park (Clearlake),Lake,0.0875,0
2020,Clements,San Joaquin,0.0775,
2021,Clements,San Joaquin,0.0775,0
2022,Clements,San Joaquin,0.0775,0
2020,Clinter,Fresno,0.07975,
2021,Clinter,Fresno,0.07975,0
2022,Clinter,Fresno,0.07975,0
2020,Clio,Plumas,0.0725,
2021,Clio,Plumas,0.0725,0
2022,Clio,Plumas,0.0725,0
2020,Clipper Mills,Butte,0.0725,
2021,Clipper Mills,Butte,0.0725,0
2022,Clipper Mills,Butte,0.0725,0
2020,Cloverdale,Sonoma,0.0825,
2021,Cloverdale,Sonoma,0.0825,0
2022,Cloverdale,Sonoma,0.085,0.03030303
2020,Clovis,Fresno,0.07975,
2021,Clovis,Fresno,0.07975,0
2022,Clovis,Fresno,0.07975,0
2020,Coachella,Riverside,0.0875,
2021,Coachella,Riverside,0.0875,0
2022,Coachella,Riverside,0.0875,0
2020,Coalinga,Fresno,0.08975,
2021,Coalinga,Fresno,0.08975,0
2022,Coalinga,Fresno,0.08975,0
2020,Coarsegold,Madera,0.0775,
2021,Coarsegold,Madera,0.0775,0
2022,Coarsegold,Madera,0.0775,0
2020,Cobb,Lake,0.0725,
2021,Cobb,Lake,0.0725,0
2022,Cobb,Lake,0.0725,0
2020,Cohasset,Butte,0.0725,
2021,Cohasset,Butte,0.0725,0
2022,Cohasset,Butte,0.0725,0
2020,Cole,Los Angeles,0.095,
2021,Cole,Los Angeles,0.095,0
2022,Cole,Los Angeles,0.095,0
2020,Coleville,Mono,0.0725,
2021,Coleville,Mono,0.0725,0
2022,Coleville,Mono,0.0725,0
2020,Colfax,Placer,0.0725,
2021,Colfax,Placer,0.0725,0
2022,Colfax,Placer,0.0725,0
2020,College City,Colusa,0.0725,
2021,College City,Colusa,0.0725,0
2022,College City,Colusa,0.0725,0
2020,College Grove Center,San Diego,0.0775,
2021,College Grove Center,San Diego,0.0775,0
2022,College Grove Center,San Diego,0.0775,0
2020,Colma,San Mateo,0.0925,
2021,Colma,San Mateo,0.0925,0
2022,Colma,San Mateo,0.09375,0.013513514
2020,Coloma,El Dorado,0.0725,
2021,Coloma,El Dorado,0.0725,0
2022,Coloma,El Dorado,0.0725,0
2020,Colorado,Mariposa,0.0775,
2021,Colorado,Mariposa,0.0775,0
2022,Colorado,Mariposa,0.0775,0
2020,Colton,San Bernardino,0.0775,
2021,Colton,San Bernardino,0.0775,0
2022,Colton,San Bernardino,0.0775,0
2020,Columbia,Tuolumne,0.0725,
2021,Columbia,Tuolumne,0.0725,0
2022,Columbia,Tuolumne,0.0725,0
2020,Colusa,Colusa,0.0725,
2021,Colusa,Colusa,0.0725,0
2022,Colusa,Colusa,0.0725,0
2020,Commerce,Los Angeles,0.1,
2021,Commerce,Los Angeles,0.1,0
2022,Commerce,Los Angeles,0.1025,0.025
2020,Comptche,Mendocino,0.07875,
2021,Comptche,Mendocino,0.07875,0
2022,Comptche,Mendocino,0.07875,0
2020,Compton,Los Angeles,0.1025,
2021,Compton,Los Angeles,0.1025,0
2022,Compton,Los Angeles,0.1025,0
2020,Concord,Contra Costa,0.0875,
2021,Concord,Contra Costa,0.0875,0
2022,Concord,Contra Costa,0.0975,0.114285714
2020,Cool,El Dorado,0.0725,
2021,Cool,El Dorado,0.0725,0
2022,Cool,El Dorado,0.0725,0
2020,Copperopolis,Calaveras,0.0725,
2021,Copperopolis,Calaveras,0.0725,0
2022,Copperopolis,Calaveras,0.0725,0
2020,Corcoran,Kings,0.0825,
2021,Corcoran,Kings,0.0825,0
2022,Corcoran,Kings,0.0825,0
2020,Cornell,Los Angeles,0.095,
2021,Cornell,Los Angeles,0.095,0
2022,Cornell,Los Angeles,0.095,0
2020,Corning,Tehama,0.0775,
2021,Corning,Tehama,0.0775,0
2022,Corning,Tehama,0.0775,0
2020,Corona,Riverside,0.0775,
2021,Corona,Riverside,0.0775,0
2022,Corona,Riverside,0.0875,0.129032258
2020,Corona Del Mar (Newport Beach),Orange,0.0775,
2021,Corona Del Mar (Newport Beach),Orange,0.0775,0
2022,Corona Del Mar (Newport Beach),Orange,0.0775,0
2020,Coronado,San Diego,0.0775,
2021,Coronado,San Diego,0.0775,0
2022,Coronado,San Diego,0.0775,0
2020,Corralitos,Santa Cruz,0.09,
2021,Corralitos,Santa Cruz,0.09,0
2022,Corralitos,Santa Cruz,0.09,0
2020,Corte Madera,Marin,0.09,
2021,Corte Madera,Marin,0.09,0
2022,Corte Madera,Marin,0.09,0
2020,Coso Junction,Inyo,0.0775,
2021,Coso Junction,Inyo,0.0775,0
2022,Coso Junction,Inyo,0.0775,0
2020,Costa Mesa,Orange,0.0775,
2021,Costa Mesa,Orange,0.0775,0
2022,Costa Mesa,Orange,0.0775,0
2020,Cotati,Sonoma,0.0925,
2021,Cotati,Sonoma,0.0925,0
2022,Cotati,Sonoma,0.095,0.027027027
2020,Coto De Caza,Orange,0.0775,
2021,Coto De Caza,Orange,0.0775,0
2022,Coto De Caza,Orange,0.0775,0
2020,Cottonwood,Shasta,0.0725,
2021,Cottonwood,Shasta,0.0725,0
2022,Cottonwood,Shasta,0.0725,0
2020,Coulterville,Mariposa,0.0775,
2021,Coulterville,Mariposa,0.0775,0
2022,Coulterville,Mariposa,0.0775,0
2020,Courtland,Sacramento,0.0775,
2021,Courtland,Sacramento,0.0775,0
2022,Courtland,Sacramento,0.0775,0
2020,Covelo,Mendocino,0.07875,
2021,Covelo,Mendocino,0.07875,0
2022,Covelo,Mendocino,0.07875,0
2020,Covina,Los Angeles,0.1025,
2021,Covina,Los Angeles,0.1025,0
2022,Covina,Los Angeles,0.1025,0
2020,Cowan Heights,Orange,0.0775,
2021,Cowan Heights,Orange,0.0775,0
2022,Cowan Heights,Orange,0.0775,0
2020,Coyote,Santa Clara,0.09,
2021,Coyote,Santa Clara,0.09,0
2022,Coyote,Santa Clara,0.09125,0.013888889
2020,Crannell,Humboldt,0.0775,
2021,Crannell,Humboldt,0.0775,0
2022,Crannell,Humboldt,0.0775,0
2020,Crenshaw (Los Angeles),Los Angeles,0.095,
2021,Crenshaw (Los Angeles),Los Angeles,0.095,0
2022,Crenshaw (Los Angeles),Los Angeles,0.095,0
2020,Crescent City,Del Norte,0.075,
2021,Crescent City,Del Norte,0.075,0
2022,Crescent City,Del Norte,0.085,0.133333333
2020,Crescent Mills,Plumas,0.0725,
2021,Crescent Mills,Plumas,0.0725,0
2022,Crescent Mills,Plumas,0.0725,0
2020,Cressey,Merced,0.0775,
2021,Cressey,Merced,0.0775,0
2022,Cressey,Merced,0.0775,0
2020,Crest,San Diego,0.0775,
2021,Crest,San Diego,0.0775,0
2022,Crest,San Diego,0.0775,0
2020,Crest Park,San Bernardino,0.0775,
2021,Crest Park,San Bernardino,0.0775,0
2022,Crest Park,San Bernardino,0.0775,0
2020,Cresta Blanca,Alameda,0.0925,
2021,Cresta Blanca,Alameda,0.0925,0
2022,Cresta Blanca,Alameda,0.1025,0.108108108
2020,Crestline,San Bernardino,0.0775,
2021,Crestline,San Bernardino,0.0775,0
2022,Crestline,San Bernardino,0.0775,0
2020,Creston,San Luis Obispo,0.0725,
2021,Creston,San Luis Obispo,0.0725,0
2022,Creston,San Luis Obispo,0.0725,0
2020,Crockett,Contra Costa,0.0825,
2021,Crockett,Contra Costa,0.0825,0
2022,Crockett,Contra Costa,0.0875,0.060606061
2020,Cromberg,Plumas,0.0725,
2021,Cromberg,Plumas,0.0725,0
2022,Cromberg,Plumas,0.0725,0
2020,Cross Roads,San Bernardino,0.0775,
2021,Cross Roads,San Bernardino,0.0775,0
2022,Cross Roads,San Bernardino,0.0775,0
2020,Crowley Lake,Mono,0.0725,
2021,Crowley Lake,Mono,0.0725,0
2022,Crowley Lake,Mono,0.0725,0
2020,Crows Landing,Stanislaus,0.07875,
2021,Crows Landing,Stanislaus,0.07875,0
2022,Crows Landing,Stanislaus,0.07875,0
2020,Cucamonga (Rancho Cucamonga),San Bernardino,0.0775,
2021,Cucamonga (Rancho Cucamonga),San Bernardino,0.0775,0
2022,Cucamonga (Rancho Cucamonga),San Bernardino,0.0775,0
2020,Cudahy,Los Angeles,0.1025,
2021,Cudahy,Los Angeles,0.1025,0
2022,Cudahy,Los Angeles,0.1025,0
2020,Culver City,Los Angeles,0.1025,
2021,Culver City,Los Angeles,0.1025,0
2022,Culver City,Los Angeles,0.1025,0
2020,Cummings,Mendocino,0.07875,
2021,Cummings,Mendocino,0.07875,0
2022,Cummings,Mendocino,0.07875,0
2020,Cupertino,Santa Clara,0.09,
2021,Cupertino,Santa Clara,0.09,0
2022,Cupertino,Santa Clara,0.09125,0.013888889
2020,Curry Village,Mariposa,0.0775,
2021,Curry Village,Mariposa,0.0775,0
2022,Curry Village,Mariposa,0.0775,0
2020,Cutler,Tulare,0.0775,
2021,Cutler,Tulare,0.0775,0
2022,Cutler,Tulare,0.0775,0
2020,Cutten,Humboldt,0.0775,
2021,Cutten,Humboldt,0.0775,0
2022,Cutten,Humboldt,0.0775,0
2020,Cuyama,Santa Barbara,0.0775,
2021,Cuyama,Santa Barbara,0.0775,0
2022,Cuyama,Santa Barbara,0.0775,0
2020,Cypress,Orange,0.0775,
2021,Cypress,Orange,0.0775,0
2022,Cypress,Orange,0.0775,0
2020,Daggett,San Bernardino,0.0775,
2021,Daggett,San Bernardino,0.0775,0
2022,Daggett,San Bernardino,0.0775,0
2020,Dairy Farm,Solano,0.07375,
2021,Dairy Farm,Solano,0.07375,0
2022,Dairy Farm,Solano,0.07375,0
2020,Daly City,San Mateo,0.0925,
2021,Daly City,San Mateo,0.0925,0
2022,Daly City,San Mateo,0.09875,0.067567568
2020,Dana Point,Orange,0.0775,
2021,Dana Point,Orange,0.0775,0
2022,Dana Point,Orange,0.0775,0
2020,Danville,Contra Costa,0.0825,
2021,Danville,Contra Costa,0.0825,0
2022,Danville,Contra Costa,0.0875,0.060606061
2020,Dardanelle,Tuolumne,0.0725,
2021,Dardanelle,Tuolumne,0.0725,0
2022,Dardanelle,Tuolumne,0.0725,0
2020,Darwin,Inyo,0.0775,
2021,Darwin,Inyo,0.0775,0
2022,Darwin,Inyo,0.0775,0
2020,Davenport,Santa Cruz,0.09,
2021,Davenport,Santa Cruz,0.09,0
2022,Davenport,Santa Cruz,0.09,0
2020,Davis ,Yolo,0.0825,
2021,Davis ,Yolo,0.0825,0
2022,Davis ,Yolo,0.0825,0
2020,Davis Creek,Modoc,0.0725,
2021,Davis Creek,Modoc,0.0725,0
2022,Davis Creek,Modoc,0.0725,0
2020,Death Valley,Inyo,0.0775,
2021,Death Valley,Inyo,0.0775,0
2022,Death Valley,Inyo,0.0775,0
2020,Death Valley Junction,Inyo,0.0775,
2021,Death Valley Junction,Inyo,0.0775,0
2022,Death Valley Junction,Inyo,0.0775,0
2020,Deer Park,Napa,0.0775,
2021,Deer Park,Napa,0.0775,0
2022,Deer Park,Napa,0.0775,0
2020,Del Kern (Bakersfield),Kern,0.0825,
2021,Del Kern (Bakersfield),Kern,0.0825,0
2022,Del Kern (Bakersfield),Kern,0.0825,0
2020,Del Mar,San Diego,0.0875,
2021,Del Mar,San Diego,0.0875,0
2022,Del Mar,San Diego,0.0875,0
2020,Del Mar Heights (Morro Bay),San Luis Obispo,0.0775,
2021,Del Mar Heights (Morro Bay),San Luis Obispo,0.0775,0
2022,Del Mar Heights (Morro Bay),San Luis Obispo,0.0775,0
2020,Del Monte Grove (Monterey),Monterey,0.0875,
2021,Del Monte Grove (Monterey),Monterey,0.0925,0.057142857
2022,Del Monte Grove (Monterey),Monterey,0.0925,0
2020,Del Rey,Fresno,0.07975,
2021,Del Rey,Fresno,0.07975,0
2022,Del Rey,Fresno,0.07975,0
2020,Del Rey Oaks,Monterey,0.0925,
2021,Del Rey Oaks,Monterey,0.0925,0
2022,Del Rey Oaks,Monterey,0.0925,0
2020,Del Rosa,San Bernardino,0.0775,
2021,Del Rosa,San Bernardino,0.0775,0
2022,Del Rosa,San Bernardino,0.0775,0
2020,Del Sur,Los Angeles,0.095,
2021,Del Sur,Los Angeles,0.095,0
2022,Del Sur,Los Angeles,0.095,0
2020,Delano,Kern,0.0825,
2021,Delano,Kern,0.0825,0
2022,Delano,Kern,0.0825,0
2020,Deleven,Colusa,0.0725,
2021,Deleven,Colusa,0.0725,0
2022,Deleven,Colusa,0.0725,0
2020,Delhi,Merced,0.0775,
2021,Delhi,Merced,0.0775,0
2022,Delhi,Merced,0.0775,0
