City,Rate,County
Toluca Lake (Los Angeles),0.095,Los Angeles
Tomales,0.0825,Marin
Toms Place,0.0725,Mono
Topanga,0.095,Los Angeles
Topanga Park,0.095,Los Angeles
Topaz,0.0725,Mono
Torrance,0.095,Los Angeles
Town Center,0.0775,Tulare
Trabuco Canyon,0.0775,Orange
Tracy,0.0825,San Joaquin
Tranquillity,0.07975,Fresno
Traver,0.0775,Tulare
Travis A.F.B. (Fairfield),0.08375,Solano
Tres Pinos,0.0825,San Benito
Trinidad,0.085,Humboldt
Trinity Center,0.0725,Trinity
Trona,0.0775,San Bernardino
Trowbridge,0.0725,Sutter
Truckee,0.0825,Nevada
Tujunga (Los Angeles),0.095,Los Angeles
Tulare,0.0825,Tulare
Tulelake,0.0725,Siskiyou
Tuolumne,0.0725,Tuolumne
Tuolumne Meadows,0.0775,Mariposa
Tupman,0.0725,Kern
Turlock,0.07875,Stanislaus
Tustin,0.0775,Orange
Twain,0.0725,Plumas
Twain Harte,0.0725,Tuolumne
Twentynine Palms,0.0775,San Bernardino
Twin Bridges,0.0725,El Dorado
Twin Peaks,0.0775,San Bernardino
Two Rock Coast Guard Station,0.0825,Sonoma
U.S. Naval Postgrad School (Monterey),0.0875,Monterey
Ukiah,0.08875,Mendocino
Union City,0.0975,Alameda
Universal City,0.095,Los Angeles
University,0.0775,Santa Barbara
University Park (Irvine),0.0775,Orange
Upland,0.0775,San Bernardino
Upper Lake/ Upper Lake Valley,0.0725,Lake
Vacaville,0.08125,Solano
Val Verde Park,0.095,Los Angeles
Valencia (Santa Clarita),0.095,Los Angeles
Valinda,0.095,Los Angeles
Vallecito,0.0725,Calaveras
Vallejo,0.08375,Solano
Valley Center,0.0775,San Diego
Valley Fair,0.09,Santa Clara
Valley Ford,0.0825,Sonoma
Valley Home,0.07875,Stanislaus
Valley Springs,0.0725,Calaveras
Valley Village,0.095,Los Angeles
Valyermo,0.095,Los Angeles
Van Nuys (Los Angeles),0.095,Los Angeles
Vandenberg A.F.B,0.0775,Santa Barbara
Vasquez Rocks,0.095,Los Angeles
Venice (Los Angeles),0.095,Los Angeles
Ventucopa,0.0775,Santa Barbara
Ventura,0.0775,Ventura
Verdugo City (Glendale),0.1025,Los Angeles
Vernalis,0.0775,San Joaquin
Vernon,0.095,Los Angeles
Veteran's Hospital (Los Angeles),0.095,Los Angeles
Victor,0.0775,San Joaquin
Victorville,0.0775,San Bernardino
Vidal,0.0775,San Bernardino
View Park,0.095,Los Angeles
Villa Grande,0.0825,Sonoma
Villa Park,0.0775,Orange
Vina,0.0725,Tehama
Vincent,0.095,Los Angeles
Vineburg,0.0825,Sonoma
Vinton,0.0725,Plumas
Virgilia,0.0725,Plumas
Visalia,0.085,Tulare
Vista Park,0.0725,Kern
Vista,0.0825,San Diego
Volcano,0.0775,Amador
Volta,0.0775,Merced
Wallace,0.0725,Calaveras
Walnut Creek,0.0825,Contra Costa
Walnut Grove,0.0775,Sacramento
Walnut Park,0.095,Los Angeles
Walnut,0.095,Los Angeles
Warm Springs (Fremont),0.0925,Alameda
Warner Springs,0.0775,San Diego
Wasco,0.0825,Kern
Waterford,0.07875,Stanislaus
Watsonville,0.0925,Santa Cruz
Watts,0.095,Los Angeles
Waukena,0.0775,Tulare
Wawona,0.0775,Mariposa
Weaverville,0.0725,Trinity
Weed,0.075,Siskiyou
Weimar,0.0725,Placer
Weldon,0.0725,Kern
Wendel,0.0725,Lassen
Weott,0.0775,Humboldt
West Covina,0.095,Los Angeles
West Hills (Los Angeles),0.095,Los Angeles
West Hollywood,0.095,Los Angeles
West Los Angeles (Los Angeles),0.095,Los Angeles
West Point,0.0725,Calaveras
West Sacramento,0.0825,Yolo
Westchester (Los Angeles),0.095,Los Angeles
Westend,0.0775,San Bernardino
Westhaven,0.0775,Humboldt
Westlake (Los Angeles),0.095,Los Angeles
Westlake Village (Thousand Oaks),0.0725,Ventura
Westlake Village,0.095,Los Angeles
Westley,0.07875,Stanislaus
Westminster,0.0875,Orange
Westmorland,0.0775,Imperial
Westport,0.07875,Mendocino
Westside,0.07875,Stanislaus
Westwood,0.0725,Lassen
Westwood (Los Angeles),0.095,Los Angeles
Wheatland,0.0775,Yuba
Wheeler Ridge,0.0725,Kern
Whiskeytown,0.0725,Shasta
Whispering Pines,0.0725,Lake
White Pines,0.0725,Calaveras
Whitethorn,0.0775,Humboldt
Whitewater,0.0775,Riverside
Whitlow,0.0775,Humboldt
Whitmore,0.0725,Shasta
Whittier,0.095,Los Angeles
Wildomar,0.0875,Riverside
Wildwood,0.0725,Shasta
Williams,0.0775,Colusa
Willits,0.08375,Mendocino
Willow Creek,0.0775,Humboldt
Willow Ranch,0.0725,Modoc
Willowbrook,0.095,Los Angeles
Willows,0.0725,Glenn
Wilmington (Los Angeles),0.095,Los Angeles
Wilseyville,0.0725,Calaveras
Wilsona Gardens,0.095,Los Angeles
Wilton,0.0775,Sacramento
Winchester,0.0775,Riverside
Windsor Hills,0.095,Los Angeles
Windsor,0.0825,Sonoma
Winnetka (Los Angeles),0.095,Los Angeles
Winterhaven,0.0775,Imperial
Winters,0.0725,Yolo
Winton,0.0775,Merced
Wishon,0.0775,Madera
Witter Springs,0.0725,Lake
Wofford Heights,0.0725,Kern
Woodacre,0.0825,Marin
Woodbridge,0.0775,San Joaquin
Woodfords,0.0725,Alpine
Woodlake,0.0875,Tulare
Woodland Hills (Los Angeles),0.095,Los Angeles
Woodland,0.08,Yolo
Woodleaf,0.0825,Yuba
Woodside,0.0925,San Mateo
Woodville,0.0775,Tulare
Woody,0.0725,Kern
Wrightwood,0.0775,San Bernardino
Yankee Hill,0.0725,Butte
Yermo,0.0775,San Bernardino
Yettem,0.0775,Tulare
Yolo,0.0725,Yolo
Yorba Linda,0.0775,Orange
Yorkville,0.07875,Mendocino
Yosemite Lodge,0.0775,Mariposa
Yosemite National Park,0.0775,Mariposa
Yountville,0.0775,Napa
Yreka,0.0775,Siskiyou
Yuba City,0.0725,Sutter
Yucaipa,0.0775,San Bernardino
Yucca Valley,0.0875,San Bernardino
Zamora,0.0725,Yolo
Zenia,0.0725,Trinity
